objectid,wd19cd,wd19nm,wd19nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
4965,E05010681,Hucknall West, ,452228,348358,-1.22267997,53.02997971,8305940.66442908,17408.5408997254
4966,E05010682,Huthwaite & Brierley, ,447139,358829,-1.29701996,53.12456894,5242218.29449151,13414.3482277323
4967,E05010683,Jacksdale, ,445289,352146,-1.32561004,53.06465912,4415466.01163283,10975.7323366557
4968,E05010684,Kingsway, ,452123,355042,-1.22317004,53.09006882,4242646.90639439,9905.3203864465
4969,E05010685,Kirkby Cross & Portland, ,447981,355202,-1.28498006,53.09188843,5906250.75311937,14275.1861679751
4970,E05010686,Larwood, ,448218,357037,-1.28117001,53.10837173,4243132.01137326,12983.1149496652
4971,E05010687,Leamington, ,449545,358125,-1.26118004,53.1180191,716904.002953875,3612.78206842163
4972,E05010688,St Mary's, ,448861,358853,-1.27128994,53.12462997,896050.95358608,5708.74644179048
4973,E05010689,Selston, ,446363,353445,-1.30938995,53.07624054,5185103.91144551,10550.8834315895
4974,E05010690,Skegby, ,449928,361461,-1.25494003,53.14796829,4784526.70382571,13249.2442790246
4975,E05010691,Stanton Hill & Teversal, ,447333,362069,-1.29365003,53.15367126,12342851.5430715,17580.6858235235
4976,E05010692,Summit, ,450151,356473,-1.25239003,53.1031189,2352530.83240969,9567.00114687554
4977,E05010693,Sutton Junction & Harlow Wood, ,453251,357749,-1.20588005,53.11428833,11427671.352648,16074.2200808329
4978,E05010694,The Dales, ,449388,360143,-1.26321995,53.13618088,854690.70670551,5471.15483600658
4979,E05010695,Underwood, ,447781,351467,-1.28851998,53.05833817,6651594.35539441,14490.9392399796
4980,E05010696,Abbey, ,399742,202282,-2.00512004,51.71926117,13364750.9505526,24609.5498269502
4981,E05010697,Blockley, ,418252,239120,-1.73523998,52.05017853,45019815.0568982,45832.5654081679
4982,E05010698,Bourton Vale, ,411445,226596,-1.83492005,51.9377594,103663982.010675,72878.9627200597
4983,E05010699,Bourton Village, ,417122,221155,-1.75260997,51.88869858,2713819.61998409,7812.95664650241
4984,E05010700,Campden & Vale, ,413459,239492,-1.80511999,52.05366135,56248898.6595525,43536.2283720199
4985,E05010701,Chedworth & Churn Valley, ,402943,210475,-1.95871997,51.79291916,84680970.4632358,55719.5653175192
4986,E05010702,Chesterton, ,402004,200370,-1.97239006,51.70206833,1160485.58696065,5509.55858614371
4987,E05010703,Coln Valley, ,413704,207558,-1.80280006,51.76654053,92215673.9489239,62298.3235478272
4988,E05010704,Ermin, ,395811,209477,-2.06211996,51.78393936,99900093.672173,77779.3513470832
4989,E05010705,Fairford North, ,414967,202341,-1.78471994,51.71960068,10613678.1312438,15805.4561925884
4990,E05010706,Fosseridge, ,419906,228637,-1.71173,51.95587158,73588608.9755331,60281.008878819
4991,E05010707,Four Acres, ,401173,200675,-1.98441005,51.7048111,1892907.67031962,7688.43921192291
4992,E05010708,Grumbolds Ash with Avening, ,383158,193694,-2.24477005,51.64178848,86954894.2837303,79759.274536491
4993,E05010709,Kemble, ,397684,197537,-2.03487992,51.67658997,50736190.716186,44928.9337509922
4994,E05010710,"Lechlade, Kempsford & Fairford South", ,417239,199275,-1.75198996,51.69197083,40711196.9519722,36488.6729732377
